player_id,short_name,fifa_version,long_name,height_cm,overall,age,nationality_name,pace,shooting,passing,dribbling,defending,physic
227584,D. Melnjak,24.0,Dario Melnjak,179,70,30,Croatia,69.0,66.0,63.0,68.0,66.0,66.0
227655,M. Dugandžić,24.0,Marko Dugandžić,188,70,29,Croatia,63.0,68.0,44.0,64.0,36.0,76.0
227668,S. Ichazo,24.0,Salvador Ichazo Fernández,188,70,31,Uruguay,,,,,,
228007,Lee Yeong Jae,24.0,이영재 李荣载,174,70,28,Korea Republic,76.0,60.0,68.0,72.0,54.0,61.0
228210,L. Jackson,24.0,Lachlan Robert Tua Jackson,196,70,28,Australia,50.0,26.0,43.0,46.0,70.0,79.0
228464,Kim Jin Hyuk,24.0,김진혁 金镇夏,187,70,30,Korea Republic,58.0,58.0,55.0,61.0,69.0,75.0
228614,G. Holtmann,24.0,Gerrit Holtmann,185,70,28,Philippines,88.0,64.0,63.0,68.0,56.0,61.0
228748,F. Fernández,24.0,Fernando Fabián Fernández Acosta,180,70,31,Paraguay,68.0,70.0,55.0,67.0,29.0,65.0
228961,M. Pittón,24.0,Mauro Rodolfo Pittón,181,70,28,Argentina,76.0,55.0,67.0,70.0,67.0,69.0
229428,Y. Rahmani,24.0,Yanis Rahmani Cordeiro,179,70,28,France,81.0,69.0,63.0,75.0,31.0,59.0
229501,Victor Braga,24.0,Victor Hugo Silva Braga,193,70,31,Brazil,,,,,,
229865,Óscar Pinchi,24.0,Óscar Francisco García Quintela,171,70,27,Spain,75.0,70.0,62.0,74.0,43.0,56.0
229889,A. Bukia,24.0,André Watshini Bukia,173,70,28,Congo DR,85.0,65.0,57.0,75.0,36.0,56.0
229894,Lucas Ahijado,24.0,Lucas Ahijado Quintana,173,70,28,Spain,78.0,59.0,65.0,68.0,65.0,67.0
230118,M. Fernández,24.0,Matías Ignacio Fernández Cordero,170,70,27,Chile,80.0,50.0,65.0,69.0,62.0,62.0
230169,Vítor Angulho,24.0,Vítor Martín Angulho Fancini,182,70,27,Brazil,,,,,,
230193,Carvamelinho,24.0,Samuel Thomas Carvalho Melo,178,70,27,Brazil,68.0,55.0,69.0,58.0,67.0,64.0
230203,Claytinho Branco,24.0,Daniel Clayton Branco Julião,184,70,27,Brazil,64.0,52.0,63.0,58.0,72.0,65.0
230233,Paolinho Leima,24.0,Paolo Marco Leima Donatelo,169,70,23,Brazil,75.0,50.0,65.0,69.0,63.0,72.0
230249,Marlinito Dias,24.0,Marlon Rômulo Dias Cavalcanti,189,70,27,Brazil,56.0,44.0,64.0,57.0,66.0,73.0
230266,Heltinho Melo,24.0,Heltinho Melo Chaves,174,70,27,Brazil,78.0,54.0,71.0,74.0,48.0,55.0
230292,Eltildo Bessa,24.0,Elton Matheus Bessa Acuna,165,70,27,Brazil,86.0,68.0,56.0,76.0,31.0,44.0
230299,Arthur Silbeira,24.0,Douglas Arthur Silbeira Martins,178,70,27,Brazil,64.0,73.0,59.0,68.0,29.0,59.0
230343,Jonaldo Monteiro,24.0,Jonaldo Kauã Monteiro Moura,179,70,23,Brazil,74.0,51.0,66.0,61.0,64.0,72.0
230380,Luildo Simões,24.0,Luan Vágner Simões Eustáquio,177,70,23,Brazil,71.0,70.0,69.0,69.0,46.0,61.0
230386,Césario Limberg,24.0,Césario Marco Pesso Limberg,191,70,27,Brazil,56.0,50.0,57.0,49.0,70.0,73.0
230394,Nuno Moldeiro,24.0,Nuno Jorgino Moldeiro Vaz,179,70,27,Brazil,82.0,61.0,65.0,72.0,37.0,63.0
230410,Natinho Mestres,24.0,Renato Peter Mestres Silveira,170,70,31,Brazil,77.0,64.0,65.0,72.0,34.0,53.0
230443,Ansel Barni,24.0,Anselmo Túlio Marques Barni,184,70,23,Brazil,63.0,54.0,65.0,62.0,70.0,72.0
230454,Leôncio Lobeiro,24.0,Leôncio Roger Lobeiro Cunha,179,70,23,Brazil,83.0,64.0,64.0,74.0,31.0,64.0
230459,Tiago Pombeira,24.0,Tiago Nathan Pombeira Gesser,173,70,23,Brazil,74.0,64.0,68.0,73.0,32.0,47.0
230486,Patricio Alagoano,24.0,Patric Bernard Alves Coelho,181,70,27,Brazil,79.0,59.0,70.0,72.0,32.0,63.0
230531,Saberto Botelho,24.0,Saberto Josué Botelho Rios,182,70,23,Brazil,65.0,51.0,54.0,58.0,72.0,78.0
230623,S. Bakış,24.0,Sinan Bakış,186,70,29,Turkey,37.0,73.0,57.0,64.0,29.0,68.0
230855,H. Wahl,24.0,Hauke Finn Wahl,189,70,29,Germany,51.0,32.0,55.0,63.0,70.0,74.0
231354,M. Pantović,24.0,Miloš Pantović,186,70,26,Serbia,71.0,69.0,68.0,73.0,40.0,63.0
231414,Waldo,24.0,Waldo Rubio Martín,182,70,27,Spain,85.0,71.0,63.0,73.0,37.0,65.0
231424,A. Arslan,24.0,Ahmet Metin Arslan,180,70,29,Germany,67.0,71.0,69.0,72.0,58.0,65.0
231507,A. Soto,24.0,Alexis Nahuel Soto,177,70,29,Argentina,79.0,46.0,62.0,71.0,64.0,73.0
231530,José Arnáiz,24.0,José Manuel Arnáiz Díaz,174,70,28,Spain,80.0,72.0,61.0,73.0,40.0,68.0
231538,B. Blasi,24.0,Brian Rolando Blasi,180,70,27,Argentina,68.0,41.0,58.0,60.0,69.0,79.0
232195,J. Ríos,24.0,Juan David Ríos Henao,175,70,31,Colombia,64.0,51.0,60.0,63.0,70.0,75.0
232477,S. Al Ghannam,24.0,Sultan Abdullah Al-Ghannam,174,70,29,Saudi Arabia,80.0,59.0,68.0,71.0,63.0,68.0
232589,K. Kozuka,24.0,小塚 和季,173,70,28,Japan,77.0,59.0,71.0,73.0,46.0,58.0
232655,S. Juklerød,24.0,Simen Kristiansen Juklerød,187,70,29,Norway,81.0,64.0,65.0,66.0,59.0,71.0
233231,Jon Bautista,24.0,Jon Bautista Orgilles,180,70,27,Spain,70.0,72.0,58.0,68.0,26.0,64.0
233472,N. Sarenren Bazee,24.0,Noah Joel Sarenren Bazee,183,70,26,Nigeria,81.0,61.0,64.0,73.0,29.0,48.0
233978,Vitor Marlão,24.0,Vitor Marlon Bereitta Cortejo,178,70,27,Brazil,66.0,45.0,61.0,54.0,70.0,62.0
233999,Jairo Farnias,24.0,Jairo Ralph Farnias Almeida,179,70,23,Brazil,,,,,,
234037,R. Piris Da Motta,24.0,Robert Ayrton Piris Da Motta,180,70,28,Paraguay,61.0,39.0,58.0,62.0,69.0,79.0
234239,G. Hein,24.0,Gauthier Hein,170,70,26,France,78.0,68.0,67.0,76.0,34.0,52.0
234381,J. Müller,24.0,Jannik Müller,187,70,29,Germany,60.0,36.0,49.0,52.0,70.0,71.0
234624,B. Dibassy,24.0,Bakaye Dibassy,183,70,33,Mali,65.0,54.0,60.0,65.0,70.0,78.0
235021,L. Canotto,24.0,Luigi Canotto,175,70,29,Italy,73.0,64.0,66.0,71.0,41.0,56.0
235163,M. Castagnetti,24.0,Michele Castagnetti,180,70,33,Italy,54.0,70.0,66.0,67.0,68.0,73.0
235258,C. Rodríguez,24.0,Carlos Emilio Rodríguez Rodríguez,183,70,33,Uruguay,53.0,38.0,46.0,50.0,71.0,78.0
235297,M. Bero,24.0,Matúš Bero,181,70,27,Slovakia,68.0,71.0,69.0,71.0,67.0,83.0
235419,N. Dovedan,24.0,Nikola Dovedan,172,70,28,Austria,80.0,66.0,67.0,74.0,34.0,59.0
235471,B. Nowak,24.0,Bartosz Nowak,180,70,29,Poland,60.0,70.0,70.0,71.0,43.0,69.0
235511,I. Torres,24.0,Iván Arturo Torres Riveros,177,70,32,Paraguay,76.0,63.0,69.0,67.0,65.0,66.0
235515,Benito,24.0,Benito Ramírez del Toro,179,70,27,Spain,86.0,65.0,65.0,70.0,63.0,67.0
235684,Y. Rak,24.0,Yonatthan Nicolás Rak Barragán,188,70,29,Uruguay,66.0,39.0,54.0,53.0,71.0,71.0
235890,M. Saadane,24.0,Marwane Saadane,188,70,31,Morocco,57.0,51.0,60.0,61.0,68.0,84.0
236111,Vinicius Trieiro,24.0,Vinicius Lúcio Trieiro Lobato,177,70,31,Brazil,71.0,44.0,63.0,68.0,66.0,68.0
236113,Jailson Oliva,24.0,Jailson Pietro Oliva Chiamulera,171,70,31,Brazil,81.0,38.0,58.0,69.0,67.0,57.0
236145,Luan Sendeiro,24.0,Luan Vágner Sendeiro Zanon,181,70,31,Brazil,67.0,56.0,71.0,61.0,68.0,69.0
236147,Lourival Rodeiro,24.0,Lourival Adnan Rodeiro Reis,181,70,31,Brazil,69.0,58.0,62.0,69.0,64.0,58.0
236164,Martin Cordeia,24.0,Martin Victor Cordeia Damasco,181,70,27,Brazil,48.0,70.0,74.0,70.0,36.0,63.0
236175,Marlion Rolim,24.0,Marlion Rômulo Rolim Nascimento,175,70,31,Brazil,67.0,66.0,65.0,69.0,49.0,55.0
236189,Túlio Sandoiro,24.0,Túlio Sebastião Sandoiro Baumer,186,70,27,Brazil,64.0,71.0,62.0,73.0,33.0,72.0
237153,L. Blessing,24.0,Latif Blessing,170,70,26,Ghana,86.0,61.0,64.0,75.0,66.0,60.0
237198,A. Leautey,24.0,Antoine Léautey,172,70,27,France,90.0,64.0,63.0,71.0,45.0,52.0
237206,Alvaro Rodríguez,24.0,Álvaro Rodríguez Pérez,181,70,28,Spain,60.0,43.0,64.0,62.0,70.0,67.0
237524,S. Kaba,24.0,Sory Kaba,191,70,28,Guinea,63.0,68.0,59.0,66.0,31.0,80.0
237580,D. Schmidt,24.0,シュミット・ダニエル,196,70,31,Japan,,,,,,
238033,F. Niță,24.0,Florin Constantin Niţă,184,70,35,Romania,,,,,,
238593,M. Heyer,24.0,Moritz Heyer,185,70,28,Germany,62.0,55.0,62.0,66.0,71.0,73.0
238856,Pedro Sá,24.0,Pedro Miguel Cunha Sá,185,70,29,Portugal,59.0,55.0,62.0,66.0,65.0,74.0
238902,S. Al Khaibari,24.0,Sami Al Khaibari,185,70,33,Saudi Arabia,55.0,27.0,43.0,40.0,71.0,80.0
239106,L. Koutris,24.0,Leonardo Pablo Koutris,175,70,27,Greece,74.0,60.0,63.0,68.0,65.0,67.0
239116,C. Ganea,24.0,Cristian George Ganea,175,70,31,Romania,73.0,66.0,70.0,68.0,64.0,69.0
239117,A. Băluță,24.0,Alexandru Mihail Băluță,166,70,29,Romania,83.0,67.0,67.0,72.0,49.0,68.0
239148,F. Andrijašević,24.0,Franko Andrijašević,188,70,32,Croatia,69.0,71.0,67.0,69.0,56.0,79.0
239755,S. Lobjanidze,24.0,Saba Lobzhanidze,175,70,28,Georgia,82.0,66.0,65.0,73.0,25.0,55.0
240095,L. Štulac,24.0,Leo Štulac,175,70,28,Slovenia,68.0,61.0,70.0,70.0,65.0,66.0
240138,W. Riveros,24.0,Williams Ismael Riveros Ibáñez,186,70,30,Paraguay,62.0,39.0,50.0,53.0,69.0,76.0
240316,Cláudio Falcão,24.0,Cláudio Falcão Santos,187,70,28,Brazil,66.0,64.0,66.0,68.0,71.0,77.0
241498,R. Ibarra,24.0,Romario Andrés Ibarra Mina,175,70,28,Ecuador,84.0,62.0,64.0,69.0,39.0,68.0
242143,Ricardo Ryller,24.0,Ricardo Ryller Ribeiro Lino Silva,184,70,29,Brazil,60.0,63.0,66.0,67.0,66.0,76.0
243661,A. Vallci,24.0,Albert Vallçi,191,70,27,Austria,70.0,56.0,60.0,57.0,68.0,78.0
243756,Fran Gámez,24.0,Francisco Gámez López,174,70,31,Spain,80.0,52.0,61.0,65.0,66.0,74.0
243887,T. Mohr,24.0,Tobias Mohr,182,70,27,Germany,77.0,68.0,69.0,70.0,57.0,67.0
243945,Gonzalo Verdú,24.0,Gonzalo Cacicedo Verdú,185,70,34,Spain,48.0,53.0,58.0,56.0,70.0,76.0
244110,Jesús Jiménez,24.0,Jesús Jiménez Núñez,183,70,29,Spain,79.0,70.0,65.0,72.0,37.0,69.0
245214,A. Estupiñán,24.0,Andrey Estupiñán Quiñonez,175,70,28,Colombia,86.0,65.0,62.0,73.0,46.0,65.0
245348,Farley,24.0,Farley Vieira Rosa,176,70,29,Brazil,87.0,64.0,65.0,71.0,22.0,55.0
246404,J. Cifuente,24.0,Jhon Jairo Cifuente Vergara,179,70,30,Ecuador,67.0,75.0,44.0,71.0,23.0,59.0
246929,Gerson Rodrigues,24.0,Gerson Leal Rodrigues Gouveia,185,70,28,Luxembourg,82.0,65.0,64.0,67.0,44.0,80.0
247423,G. Costa,24.0,Basilio Gabriel Costa Heredia,171,70,33,Peru,77.0,62.0,66.0,71.0,22.0,65.0
248003,A. Burcă,24.0,Andrei Andonie Burcă,188,70,30,Romania,68.0,24.0,45.0,52.0,68.0,81.0
248095,R. Radunović,24.0,Risto Radunović,183,70,31,Montenegro,78.0,58.0,64.0,63.0,66.0,80.0
248111,A. Artean,24.0,Andrei Viorel Artean,186,70,29,Romania,68.0,64.0,63.0,63.0,67.0,79.0
251191,J. Allevinah,24.0,Jim Émilien Ngowet Allevinah,172,70,28,Gabon,82.0,69.0,63.0,72.0,42.0,48.0
251213,C. Vega,24.0,Cristian Orlando Vega,178,70,29,Argentina,68.0,61.0,64.0,64.0,67.0,73.0
251818,L. Requena,24.0,Leandro Daniel Requena,186,70,35,Argentina,,,,,,
251847,Paulinho,24.0,Paulo Victor da Silva,178,70,28,Brazil,83.0,65.0,66.0,71.0,62.0,67.0
252081,E. Kardeşler,24.0,Erce Kardeşler,184,70,29,Turkey,,,,,,
253274,G. Rodríguez,24.0,Gastón Rodríguez Maeso,187,70,31,Uruguay,75.0,71.0,63.0,70.0,45.0,65.0
253294,A. Méndez,24.0,Armando Jesús Méndez Alcorta,176,70,27,Uruguay,80.0,37.0,52.0,60.0,66.0,85.0
253302,M. Cantera,24.0,Marcos Maximiliano Cantera Mora,185,70,30,Uruguay,47.0,68.0,70.0,73.0,45.0,69.0
253322,L. Quiñonez,24.0,Leonel Enrique Quiñónez Padilla,180,70,29,Ecuador,75.0,62.0,68.0,68.0,64.0,73.0
253932,J. Dos Santos,24.0,Jonathan David Dos Santos Duré,181,70,31,Uruguay,72.0,70.0,56.0,67.0,34.0,77.0
254701,D. Santacruz,24.0,Juan Danilo Santacruz González,177,70,28,Paraguay,81.0,70.0,61.0,72.0,30.0,52.0
256370,G. Ludwigson,24.0,Gustav Ludwigson,182,70,29,Sweden,87.0,67.0,62.0,68.0,30.0,80.0
261016,J. Infante,24.0,Juan Infante,177,70,27,Argentina,73.0,50.0,59.0,66.0,69.0,67.0
261152,A. Medina,24.0,Alejandro Gabriel Medina,181,70,36,Argentina,,,,,,
261161,M. Giménez,24.0,Milton Giménez,184,70,26,Argentina,64.0,72.0,47.0,63.0,28.0,77.0
261737,A. Bedrane,24.0,Abdelkader Bedrane,186,70,31,Algeria,60.0,30.0,51.0,53.0,69.0,73.0
263021,S. Akaydın,24.0,Samet Akaydın,190,70,29,Turkey,61.0,37.0,44.0,49.0,71.0,76.0
263523,N. Pérez,24.0,Alison Nicola Pérez Barone,180,70,33,Uruguay,,,,,,
265641,G. Sosa,24.0,Gonzalo Ariel Sosa,182,70,34,Argentina,59.0,72.0,45.0,63.0,21.0,71.0
266648,G. Carneiro,24.0,Gonzalo Rodrigo Carneiro Méndez,194,70,27,Uruguay,71.0,69.0,59.0,69.0,26.0,72.0
267825,Tiago Orobó,24.0,Orobó Tiago,190,70,29,Brazil,78.0,70.0,47.0,65.0,27.0,72.0
268771,B. Khoukhi,24.0,Boualem Khoukhi,185,70,32,Qatar,60.0,60.0,57.0,54.0,70.0,76.0
272829,Ângelo,24.0,Ângelo Gabriel Borges Damaceno,180,69,18,Brazil,89.0,56.0,65.0,73.0,27.0,47.0
267680,A. Fatawu Issahaku,24.0,Abdul Fatawu Issahaku,177,69,19,Ghana,82.0,69.0,65.0,74.0,35.0,54.0
271917,J. Spileers,24.0,Jorne Spileers,188,69,18,Belgium,68.0,31.0,58.0,57.0,70.0,69.0
272834,João Neves,24.0,João Pedro Gonçalves Neves,174,69,18,Portugal,69.0,57.0,70.0,71.0,60.0,51.0
256307,L. Oyen,24.0,Luca Oyen,174,69,20,Belgium,78.0,60.0,65.0,73.0,39.0,49.0
258467,L. Romero,24.0,Luka Romero Bezzana,165,69,18,Argentina,77.0,61.0,65.0,74.0,53.0,55.0
247325,C. Cowell,24.0,Cade Dylan Cowell,182,69,19,United States,93.0,62.0,59.0,70.0,34.0,77.0
260521,J. Bos,24.0,Jordan Bos,180,69,20,Australia,86.0,58.0,61.0,70.0,62.0,77.0
264298,C. Bradley,24.0,Conor Bradley,181,69,19,Northern Ireland,80.0,50.0,60.0,66.0,61.0,69.0
269599,J. Gauto,24.0,Juan Carlos Gauto,170,69,19,Argentina,87.0,61.0,63.0,69.0,29.0,61.0
271196,Joan González,24.0,Joan González Cañellas,188,69,21,Spain,66.0,61.0,69.0,68.0,53.0,76.0
255272,K. Paredes,24.0,Kevin Paredes,168,69,20,United States,80.0,56.0,63.0,75.0,53.0,46.0
259016,M. Monsalve,24.0,Miguel Ángel Monsalve Gonzáles,177,69,19,Colombia,63.0,64.0,62.0,69.0,35.0,44.0
261530,Dário Essugo,24.0,Dário Cassia Luís Essugo,178,69,18,Portugal,65.0,52.0,60.0,68.0,67.0,72.0
268599,Ó. Zambrano,24.0,Óscar Zambrano,175,69,19,Ecuador,69.0,55.0,64.0,69.0,66.0,68.0
269159,M. van Brederode,24.0,Myron van Brederode,174,69,19,Netherlands,68.0,56.0,60.0,79.0,32.0,52.0
269495,F. Buonanotte,24.0,Facundo Valentín Buonanotte,174,69,18,Argentina,74.0,63.0,66.0,71.0,25.0,50.0
271019,G. Fabbian,24.0,Giovanni Fabbian,186,69,20,Italy,71.0,64.0,67.0,72.0,58.0,63.0
272500,C. Baleba,24.0,Carlos Baleba,179,69,19,Cameroon,77.0,51.0,63.0,72.0,65.0,70.0
273906,Renato Veiga,24.0,Renato De Palma Veiga,190,69,19,Portugal,73.0,37.0,63.0,63.0,66.0,70.0
275028,Arthur,24.0,Arthur Augusto de Matos Soares,173,69,20,Brazil,72.0,40.0,62.0,65.0,63.0,57.0
248680,C. Grameni,24.0,Constantin Grameni,179,69,20,Romania,75.0,64.0,68.0,68.0,64.0,69.0
250789,D. Bakwa,24.0,Dilane Bakwa,179,69,20,France,86.0,62.0,62.0,71.0,30.0,62.0
253167,Félix Correia,24.0,Félix Alexandre Andrade Sanches Correia,178,69,22,Portugal,77.0,59.0,65.0,73.0,32.0,55.0
258230,J. Hadjam,24.0,Jaouen Hadjam,184,69,20,Algeria,76.0,52.0,61.0,68.0,63.0,72.0
259066,F. Boyomo,24.0,Flavien-Enzo Boyomo,180,69,21,Cameroon,71.0,30.0,44.0,45.0,69.0,70.0
259423,Iván Azón,24.0,Iván Azón Monzón,182,69,20,Spain,67.0,68.0,53.0,62.0,37.0,83.0
260492,Eom Ji Sung,24.0,Ji Sung Eom,178,69,21,Korea Republic,79.0,64.0,60.0,72.0,36.0,61.0
264022,Gonçalo Esteves,24.0,Gonçalo do Lago Pontes Esteves,171,69,19,Portugal,76.0,39.0,64.0,68.0,64.0,63.0
264172,Carmona,24.0,José Ángel Carmona Navarro,183,69,21,Spain,73.0,62.0,61.0,66.0,65.0,68.0
264422,M. Abline,24.0,Matthis Abline,182,69,20,France,77.0,70.0,55.0,72.0,23.0,55.0
266674,C. Gómez,24.0,Carlos Andrés Gómez,175,69,20,Colombia,78.0,66.0,62.0,70.0,32.0,54.0
268927,I. Cissoko,24.0,Ibrahim Cissoko,178,69,20,Netherlands,79.0,60.0,63.0,70.0,32.0,56.0
271247,S. Alvero,24.0,Skelly Alvero,202,69,21,France,59.0,52.0,63.0,67.0,64.0,80.0
231697,A. Arroyo,24.0,Anderson Arroyo Córdoba,176,69,23,Colombia,71.0,29.0,55.0,60.0,69.0,72.0
242369,Arnau Puigmal,24.0,Arnau Puigmal Martínez,174,69,22,Spain,67.0,63.0,69.0,70.0,57.0,51.0
252794,Adrián Bernabé,24.0,Adrián Bernabé García,175,69,22,Spain,76.0,66.0,69.0,76.0,59.0,61.0
253407,S. Greenwood,24.0,Sam Greenwood,180,69,21,England,71.0,67.0,68.0,69.0,52.0,69.0
254120,T. Doyle,24.0,Thomas Glyn Doyle,179,69,21,England,65.0,65.0,70.0,70.0,60.0,67.0
254860,Valera,24.0,Germán Valera Karabinaite,170,69,21,Spain,82.0,65.0,62.0,72.0,26.0,41.0
256149,H. Martínez,24.0,Hugo Javier Martínez Cantero,171,69,23,Paraguay,67.0,48.0,62.0,67.0,64.0,65.0
257075,P. Nebel,24.0,Paul Nebel,169,69,20,Germany,67.0,60.0,64.0,75.0,29.0,58.0
258168,J. Oosterwolde,24.0,Jayden Oosterwolde,189,69,22,Netherlands,87.0,41.0,60.0,68.0,63.0,72.0
258911,T. Arokodare,24.0,Toluwalase Emmanuel Arokodare,197,69,22,Nigeria,67.0,67.0,48.0,63.0,30.0,80.0
259584,M. Ruggeri,24.0,Matteo Ruggeri,187,69,20,Italy,61.0,49.0,63.0,66.0,67.0,63.0
260027,M. Gamarra,24.0,Mateo Gamarra,180,69,22,Paraguay,73.0,26.0,49.0,53.0,71.0,69.0
260099,S. Sambo,24.0,Shurandy Sambo,174,69,21,Netherlands,79.0,43.0,60.0,67.0,64.0,73.0
262236,A. Richardson,24.0,Amir Richardson,195,69,21,Morocco,71.0,58.0,65.0,70.0,64.0,73.0
264337,Rodrigo Muniz,24.0,Rodrigo Muniz Carvalho,185,69,22,Brazil,70.0,69.0,55.0,67.0,33.0,71.0
264703,S. González,24.0,Sebastían González Baquero,178,69,20,Ecuador,73.0,63.0,66.0,70.0,64.0,63.0
265544,T. Le Bris,24.0,Théo Le Bris,170,69,20,France,63.0,51.0,70.0,70.0,63.0,48.0
268581,S. Toloza,24.0,Santiago Toloza,171,69,20,Argentina,66.0,69.0,67.0,68.0,49.0,50.0
269922,D. Huseinbašić,24.0,Denis Huseinbašić,184,69,21,Germany,65.0,62.0,62.0,69.0,61.0,71.0
271373,Fran Pérez,24.0,Francisco Pérez Martínez,176,69,20,Spain,67.0,66.0,65.0,70.0,32.0,43.0
271541,V. Vanat,24.0,Vladyslav Vanat,182,69,21,Ukraine,79.0,68.0,55.0,66.0,24.0,60.0
271658,X. Mbuyamba,24.0,Xavier Mbuyamba,195,69,21,Netherlands,67.0,33.0,48.0,51.0,69.0,73.0
272651,T. Cannon,24.0,Thomas Christopher Cannon,180,69,20,Republic of Ireland,79.0,69.0,56.0,72.0,27.0,59.0
272911,F. Watson,24.0,Franco Watson,176,69,20,Argentina,69.0,62.0,68.0,67.0,55.0,56.0
274947,M. Pellegrino,24.0,Marco Pellegrino,180,69,20,Argentina,64.0,39.0,52.0,52.0,70.0,73.0
277517,L. Angulo,24.0,Luis Miguel Angulo,174,69,19,Colombia,74.0,66.0,67.0,69.0,30.0,50.0
243349,D. Levitt,24.0,Dylan James Christopher Levitt,180,69,22,Wales,65.0,66.0,69.0,69.0,59.0,63.0
243539,K. Yakob,24.0,Kevin Yakob,184,69,22,Iraq,70.0,63.0,70.0,73.0,62.0,67.0
244874,F. Ranocchia,24.0,Filippo Ranocchia,184,69,22,Italy,65.0,59.0,71.0,71.0,61.0,71.0
245900,L. Binks,24.0,Luis Thomas Binks,188,69,21,England,59.0,29.0,49.0,53.0,67.0,80.0
246335,F. Navarro,24.0,Federico Darío Navarro,170,69,23,Argentina,74.0,47.0,62.0,69.0,68.0,57.0
247447,O. Antman,24.0,Oliver Antman,185,69,21,Finland,77.0,64.0,63.0,71.0,38.0,58.0
248385,R. Piccoli,24.0,Roberto Piccoli,190,69,22,Italy,72.0,68.0,50.0,63.0,34.0,66.0
252144,Eduardo Quaresma,24.0,Eduardo Filipe Quaresma Vieira Coimbra Simões,184,69,21,Portugal,52.0,31.0,47.0,57.0,68.0,69.0
252865,Iker Losada,24.0,Iker Losada Aragunde,175,69,21,Spain,64.0,69.0,70.0,69.0,34.0,49.0
255373,B. Barticciotto,24.0,Bruno Barticciotto Di Bartolo,177,69,22,Chile,81.0,66.0,63.0,71.0,26.0,62.0
255460,J. Ondrejka,24.0,Jacob Ondrejka,180,69,20,Sweden,77.0,63.0,66.0,72.0,46.0,62.0
256152,A. Oliveros,24.0,Auli Alexander Oliveros Estrada,175,69,21,Colombia,81.0,66.0,66.0,71.0,59.0,63.0
258466,Leo Román,24.0,Leonardo Román Riquelme,189,69,22,Spain,,,,,,
259053,C. Castro Devenish,24.0,Cristian Castro Devenish,192,69,22,Colombia,46.0,36.0,46.0,48.0,68.0,74.0
259874,C. Araújo,24.0,César Nahuel Araújo Vilches,178,69,22,Uruguay,61.0,53.0,56.0,63.0,65.0,68.0
261313,K. Hansen,24.0,Kristoffer Lund Hansen,184,69,21,United States,80.0,30.0,62.0,62.0,62.0,71.0
261336,J. Philogene,24.0,Jaden Philogene-Bidace,179,69,21,England,82.0,62.0,63.0,73.0,37.0,54.0
261771,M. Sahi,24.0,Moïse Sahi Dion,175,69,21,Mali,74.0,71.0,58.0,70.0,28.0,58.0
261971,J. Grimaldo,24.0,Joao Alberto Grimaldo Ubidia,175,69,20,Peru,73.0,67.0,64.0,71.0,36.0,58.0
262142,N. Romero,24.0,Nicolás Romero,186,69,19,Argentina,62.0,45.0,54.0,58.0,71.0,68.0
263227,W. Swedberg,24.0,Williot Theo Swedberg,185,69,19,Sweden,71.0,65.0,66.0,70.0,59.0,60.0
264010,J. Mvuka,24.0,Joel Mvuka,173,69,20,Norway,89.0,57.0,59.0,74.0,41.0,46.0
264103,Torrente,24.0,Raúl Torrente Navarro,193,69,21,Spain,57.0,31.0,52.0,47.0,70.0,68.0
267624,S. Cisse,24.0,Seydouba Cisse,179,69,22,Guinea,60.0,66.0,64.0,66.0,62.0,57.0
270465,B. Bouanani,24.0,Badredine Bouanani,172,69,18,Algeria,71.0,64.0,68.0,71.0,31.0,50.0
270633,R. Flamingo,24.0,Ryan Flamingo,185,69,20,Netherlands,66.0,59.0,62.0,63.0,68.0,74.0
270854,P. Milans,24.0,Pedro Milans Carámbula,171,69,21,Uruguay,69.0,47.0,59.0,66.0,65.0,65.0
277832,C. Ikwuemesi,24.0,Chukwubuikem Ikwuemesi,195,69,21,Nigeria,79.0,68.0,60.0,68.0,37.0,75.0
239125,E. Botheim,24.0,Erik Botheim,187,69,23,Norway,71.0,67.0,58.0,67.0,38.0,72.0
241173,L. Foster,24.0,Lyle Brent Foster,185,69,22,South Africa,81.0,68.0,57.0,67.0,35.0,70.0
242062,H. Finndell,24.0,Hampus Finndell,177,69,23,Sweden,69.0,64.0,64.0,69.0,66.0,76.0
242751,H. Carter,24.0,Hayden Carter,188,69,23,England,72.0,40.0,56.0,60.0,69.0,75.0
243200,S. Mulattieri,24.0,Samuele Mulattieri,183,69,22,Italy,71.0,69.0,60.0,68.0,37.0,64.0
243384,C. Munder,24.0,César Augusto Munder Rodríguez,167,69,23,Chile,87.0,63.0,60.0,72.0,31.0,62.0
244692,J. Christensen,24.0,Jacob Steen Christensen,178,69,22,Denmark,69.0,56.0,68.0,70.0,67.0,70.0
245061,J. López,24.0,Julián Alejo López,182,69,23,Argentina,70.0,49.0,64.0,71.0,67.0,69.0
247888,S. Esposito,24.0,Sebastiano Esposito,186,69,20,Italy,71.0,70.0,70.0,72.0,35.0,61.0
248049,C. Petrila,24.0,Claudiu Adrian Mihai Petrila,176,69,22,Romania,90.0,62.0,65.0,69.0,34.0,56.0
251198,E. Simms,24.0,Ellis Simms,191,69,22,England,71.0,68.0,52.0,66.0,26.0,74.0
251436,Tiago Dantas,24.0,Tiago Filipe Oliveira Dantas,169,69,22,Portugal,73.0,56.0,71.0,75.0,50.0,50.0
251555,J. Eccles,24.0,Josh Eccles,181,69,23,England,71.0,50.0,65.0,65.0,67.0,67.0
